Content,Emotion_actual,Emotion_predicted
kinda o sick n tire of the bs that guy dish out,hate,sadness
just spend 2 hours look for a blog topic and end up invent my own grr,neutral,worry
baby get her shut today,neutral,neutral
so twitter suddenly change how do I respond to message now,worry,worry
weather be SO nice And there be so many hot guy in town I felt like a kid in a candy store Except all the candy be straight,happiness,worry
still miss him And i dont think he s come back,worry,worry
to com fome,empty,neutral
home from MARCO ISLAND and miss it and my girls already back to work,sadness,worry
be play Guitar hero to let of some steam you see Mr Unreliable have strike again not funny,relief,worry
can t get the live chat,worry,neutral
don t wan na go back to work sleepy time,sadness,worry
I wish I have my own Prototype mentor,surprise,worry
sing Oh what a beautiful day though it be from the musical Oklahoma due to insomnia and a lot of noise outside motelroom,worry,worry
good God cramp,worry,neutral
I really want to see quot Up quot,neutral,neutral
the installer be crash towards the end of the installation,worry,worry
cricket beer and sunshine very good Well apart from the beer cause i m on tablets,worry,worry
yourself,neutral,worry
I be fall asleep here there be no way I ll be able to survive Liverpool Although I can t wait to have my Nan s food,enthusiasm,worry
i would share mine but i have no hair,sadness,worry
boo,boredom,neutral
Comment On Jowki I wish I have the time to blog more often,worry,neutral
368558682 photos be annoy I want to watch Up,worry,worry
my key be crack and crap I kind of miss my old phone already,hate,sadness
k this be NOT Close My Eyes this song always make me cry bc my mom be go but I lt 3 it anyway,sadness,sadness
Oh poor beths friend i m not naughty i m just unperfect,worry,worry
read the disclaimer I have to close my browser,worry,worry
throat come and record about to start for new citipointe EP album ARGGHH prayers need,worry,worry
have my chance and blow it now i have to suffer the consequences gnite tweeps,worry,sadness
Equations and graph,neutral,sadness
the first night and day of summer be very sad But I have Jess s grad party to go to tonight,happiness,sadness
spend the last two weeks attempt to grow a beard from scratch but fear it may look a bite rubbish,worry,worry
don t think I m very well Just in time for the weekend,happiness,worry
No html converter on there Think we re go with cause it take 5 min to get work,neutral,worry
No it s annoy and make us girls that follow sport and be knowledgable look dumb,sadness,sadness
ooh I ve get that DVD never get around to watch it Is it any good,neutral,neutral
no my tweetdeck be malfunction O il have web will its fixd,sadness,neutral
fusion seem get slower and slower,worry,sadness
I have no idea,neutral,neutral
That be a horrible day,worry,sadness
want a ghd straightener but the ship cost 50 pound NO DEAL,hate,worry
OMG I m so sorry I m the worst employee ever My hard drive just fail take the survey data with it,worry,worry
pretty cold outside today i get another exam,sadness,worry
fallout 3 be a hard game,sadness,worry
Wow just saw your Tweet about the Proflowers fiasco That s so not fun,sadness,sadness
they be so pretty and take like an hour to do CAN I DO URSS,sadness,worry
Ya but they have to speak to you first to reply to them,neutral,worry
i know i be on the list but have to miss out b c of conflict plan how do it go,sadness,worry
I m still at Disney just train at Soarin Rose be the same we apply for an apartment last night and Eric lose his job,sadness,sadness
be it so fuck cold,worry,worry
I have a FACEBOOK but I use MYSPACE and TWITTER the most I hardly check my Facebook,neutral,neutral
too late now it just hurt,worry,worry
Poor Buddy be tease by mini puggy I think what you need be a PUGHUG,neutral,worry
go can not refuse to feel the pain,worry,worry
Harishk krist0ph3r sorry guy i have to drop out of the trip some personal commitments,worry,worry
drag round Ikea this morning Bad time,worry,neutral
new car be already give me problems That cant be a good sign,hate,worry
hella itchy,neutral,neutral
sux but take like 4 minutes go to sleep finally,relief,worry
stomach hurt,worry,worry
doente,neutral,neutral
feel it 2day just leave the glass on peace and unity,love,worry
2 30pm Kevin pics up a new pair of pjs PMSL i could have die lmfaoo I MISS MY BOYS,love,sadness
Bloom win t be open this weekend in El Paso I ll just buy Brick and enjoy that until I can watch Brothers Bloom,neutral,sadness
Blah Got a shoot at the hospital Taking gravol and move very slow,neutral,worry
Castle Amazing Off to Devon for a week no internet no update,happiness,neutral
64 degrees would be a dream it s 75 in Boise still,neutral,worry
do you even listen to the blip i send you,worry,neutral
last show be tonight I like him better than Conan,neutral,worry
Christ meadowhall could do with better air con Too hot,love,worry
find out one of my ankles be swell eeks now it hurt,worry,worry
hate work especially when the weather be good,hate,hate
can t get his visa in time to come visit me I m so sad In other news I m go to Lapa tonight to samba the night away,sadness,worry
minutes leave before my flannel hobbit shoe get wet RAIN PLS GO AWAY,worry,worry
Blowout end,love,worry
lose all my friends i m alone and sleepy i wan na go home,sadness,sadness
I mean someone hit a dog with a car It be just lay there,worry,sadness
for me they re not,sadness,worry
makeup bag be TRAGIC luckily I keep 4 in diff place but I get ta replace my Bare Escentuals tearr,relief,worry
feel like friday Too bad its not,sadness,worry
ok ok mam i be jus angry,empty,neutral
to my aunts for the weekend wont have my laptop blahh,neutral,worry
part 2 social network there be even room for people,worry,worry
he be rap when he be younger,worry,neutral
keep on fall asleep when I m suppose to be awake I miss my babyy,worry,sadness
I be work on the news as well while I be do all of this amp Rob be all over the place No wonder that boy never get leave alone,neutral,worry
the lens be 70mm I couldn t,worry,worry
pupils suck The computer screen hurt my eye so I win t be on the comp for a while,worry,worry
I find it I add it but it s still block,empty,neutral
again in KP gon na upgrade some of my spell now first before head back there eq2,worry,neutral
a lovely summery morning Shame I have to be in work,surprise,sadness
I guess you re not talk about Orlando Magic There be nothing magical about it,sadness,neutral
go on a really long cycle ride with my mum brothers and my BFF Han today My bum ache now,worry,sadness
blog post Blog auto insuran I just find that my auto insurance policy have be expire I be too careless Meanw,worry,neutral
not work here,neutral,neutral
quot My House quot I like that club I wnt there whn I be in LA U know I m not go That s on Tuesday I can t,sadness,worry
So sorry Definitely get it out this weekend,worry,worry
on the bed NOT want to go to work,worry,neutral
I give up Fav I try and try every time and nothing ever happen I m not usually a quitter in this case I might be,worry,worry
u can get some more Im break,neutral,worry
sleep amp i miss my long hairr,sadness,worry
start to my day Taking this one off from DON so as not to spread my bad vibes Hope you all have a great weekend I m outty,worry,worry
neighborhood gas station be go kaput out of business No more convenient trip for ice or whatevs over 3 miles now to travel,worry,worry
lol the things u get ta do sometimes man smh lol,sadness,sadness
ihuntmidgets I just wish would send a bruh a DM I win t be on til so I don t waste my erection on a bot,sadness,sadness
Does She Keep Trying To Hurt Me Aren t The Tears I ve Cried In The Past Few Months Enough,sadness,worry
U know kid do what we DO not what we SAY well don t we all really,worry,worry
i have marvelous misadventures of flap jack on DVD,love,worry
get back from school SHEMMS Summer class have be officially end,relief,worry
all morning watch Eddie Izzard s Glorious SO funny realli shud hav study thou,sadness,neutral
be fly to Ontario in 4 hours Will probably stay awake I will be there for a 8 days Camping 4 the first time YAY I be sleepy now,happiness,worry
house need clean clothe need wash time to put twitter away for awhile wahh,neutral,worry
very excite although her train be go to be delay,worry,worry
Aww I hear I just miss you two logieo amp,happiness,worry
V Lancs on the telly Not go too well for Yorkshire,worry,worry
have a fever,neutral,sadness
kickboxing class today pretty bum Still go to work out hard,worry,neutral
